Title,Release_Date,Expired_Date,Activity_Code,Organization,Parent_Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
Notice of Special Interest: Health Disparities and Alzheimer's Disease,12/28/2021,,"R21,R01",NIA,NIH,ORWH,NOT-AG-21-033,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-21-033.html
Notice of Special Interest (NOSI): Advancing Innovative Non-invasive Physiologic Monitoring To Improve Fetal Assessment,12/28/2021,,"R03,R01,R41/R42,R43/R44,R21",NICHD,NIH,None,NOT-HD-21-053,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-21-053.html
Stimulating Hematology Investigation: New Endeavors (SHINE) (R01 Clinical Trial Not Allowed),12/22/2021,1/7/2025,R01,NIDDK,NIH,"NHLBI, NIA",PAS-22-096,PAS,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAS-22-096.html
Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R21 Clinical Trial Optional),12/22/2021,11/12/2024,R21,NIA,NIH,None,PAR-22-094,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-094.html
Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R01 Clinical Trial Optional),12/22/2021,11/12/2024,R01,NIA,NIH,NINDS,PAR-22-093,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-093.html
"Notice of Special Interest: Research on Pain, Pain Management, and Opioids in Aging",12/22/2021,,"F31,P01,K99/R00,K08,R01,K01,R43/R44,F32,332,F33,F99/K00,R15,K24,R21,K02,K25,R25,F30,K23,R36,R41/R42,SB1,K76,K22,K07,R13,R21/R33,U19",NIA,NIH,None,NOT-AG-22-004,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-22-004.html
RESCINDED - Notice of Special Interest (NOSI): Diagnostics and Disease Management Tools for Use in Underserved Populations,12/22/2021,,R01,NHLBI,NIH,None,NOT-HL-22-006,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-006.html
Notice of Special Interest (NOSI): Promoting Fundamental Research on Mitochondrial Involvement in Lung Diseases and Sleep Disorders,12/22/2021,,R01,NHLBI,NIH,None,NOT-HL-22-003,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-003.html
NIA Renewal and Revision Cooperative Agreements in AD/ADRD Research (U54 Clinical Trial Optional),12/22/2021,10/17/2024,U54,NIA,NIH,None,PAR-22-077,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-077.html
Notice of Special Interest (NOSI) Pediatric COVID-19 and Respiratory Viral Co-infection,12/21/2021,,"R01,R21",NHLBI,NIH,"NICHD, NIAID",NOT-HL-22-004,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-004.html
"Notice of Special Interest (NOSI): Epidemiologic studies in Asian Americans, Native Hawaiians, and Pacific Islanders (Parent R01 Clinical Trial Not Allowed)",12/20/2021,,"R21,R01",NHLBI,NIH,"NIA, NCI, NIEHS, NIMHD, NINDS, NHGRI",NOT-HL-23-001,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-001.html
Notice of Special Interest (NOSI): NIDDK National Research Service Award (NRSA) T32 Diversity Administrative Supplement,12/15/2021,,Admin Supp,NIDDK,NIH,None,NOT-DK-21-016,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DK-21-016.html
Risk and Protective Factors of Family Health and Family Level Interventions (R01 - Clinical Trial Optional),12/13/2021,5/7/2025,R01,NIMHD,NIH,"NCI, NIAAA, NINR, OBSSR, ODP, ORWH",PAR-21-358,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-358.html
Notice of Special Interest (NOSI): Advancing Research Needed to Develop a Universal Influenza Vaccine,12/13/2021,,"R01,R21",NIAID,NIH,None,NOT-AI-22-013,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-013.html
Notice of Special Interest: National Center for Complementary and Integrative Health (NCCIH) T32 Supplement Program for Pre- and Postdoctoral Candidates from Diverse Backgrounds,12/13/2021,,Admin Supp,NCCIH,NIH,None,NOT-AT-21-013,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AT-21-013.html
BRAIN Initiative-Related Research Education: Short Courses (R25 Clinical Trial Not Allowed),12/10/2021,2/15/2024,R25,NEI,NIH,"NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, NINDS",RFA-EY-21-003,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-EY-21-003.html
Technology Development to Reduce Health Disparities (R01 Clinical Trial Optional),12/10/2021,5/2/2024,R01,NIBIB,NIH,NIMHD,RFA-EB-21-001,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-EB-21-001.html
"Notice of Special Interest (NOSI): Epidemiology and Prevention of Alcohol Misuse in Understudied Young Adult Populations; Military, Workforce, and Community College",12/9/2021,,"R21,R03,R01,R43/R44,R41/R42",NIAAA,NIH,None,NOT-AA-22-001,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-22-001.html
Notice of Special Interest (NOSI): Electronic Nicotine Delivery Systems (ENDS) and Alternative Nicotine and Tobacco Delivery Systems: Basic Mechanisms of Health Effects,12/9/2021,,"R01,R61/R33,R21,Admin Supp,R03",ODP,NIH,"NIDCR, NCI, NIEHS, NIDA",NOT-OD-22-022,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-022.html
"Notice of Special Interest (NOSI):  Methods Development for Genomic Studies of Genetic Variation, Function, and Disease",12/9/2021,,"R41/R42,R01,R43/R44,R21",NHGRI,NIH,None,NOT-HG-22-007,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-HG-22-007.html
AHRQ Mentored Career Enhancement Awards for Established Investigators in Patient-Centered Outcome Research (K18),12/8/2021,7/12/2025,K18,AHRQ,AHRQ,None,PA-22-051,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-22-051.html
AHRQ Patient-Centered Outcomes Research (PCOR) Mentored Clinical Scientist Career Development Award (K08),12/8/2021,3/12/2025,K08,AHRQ,AHRQ,None,PA-22-050,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-22-050.html
AHRQ Patient-Centered Outcomes Research (PCOR) Mentored Research Scientist Career Development Award (K01),12/8/2021,3/12/2025,K01,AHRQ,AHRQ,None,PA-22-049,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-22-049.html
Notice of Special Interest (NOSI): Research on Interprofessional Teamwork and Coordination During Cancer Diagnosis and Treatment,12/8/2021,,"R03,R01,R21,P01",NCI,NIH,None,NOT-CA-22-014,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-22-014.html
"Notice of Special Interest (NOSI): Electronic Nicotine Delivery Systems (ENDS) and Alternative Nicotine and Tobacco Delivery Systems: Population, Clinical and Applied Prevention Mechanisms of Health Effects",12/8/2021,,"R21,R01,Admin Supp,R34,R03,R61/R33",ODP,NIH,"NCI, NIDA, NIMHD, NIDCR",NOT-OD-22-023,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-023.html
Supporting Talented Early Career Researchers in Genomics (R01 Clinical Trial Optional),12/6/2021,2/27/2024,R01,NHGRI,NIH,None,RFA-HG-22-001,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-22-001.html
"Notice of Special Interest (NOSI): Development of Resources and Technologies for Enhancing Rigor, Reproducibility, and Translatability of Animal Models in Biomedical Research",12/6/2021,,R21,ORIP,NIH,None,NOT-OD-22-039,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-039.html
New Investigator Gateway Awards for Collaborative T1D Research (R03 Clinical Trial Not Allowed),12/3/2021,3/21/2023,R03,NIDDK,NIH,None,RFA-DK-21-030,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-21-030.html
Limited Competition: Research Resource for the National Swine Resource and Research Center (U42 Clinical Trial Not Allowed),12/3/2021,9/25/2023,U42,ORIP,NIH,"NIAID, NHLBI",PAR-21-356,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-356.html
Notice of Special Interest (NOSI): Administrative Supplements for Research on Sexual and Gender Minority (SGM) Populations (Admin Supp Clinical Trial Optional),12/2/2021,,Admin Supp,NIH,NIH,"NIAMS, NINR, FIC, ORWH, NIAID, NINDS, NIDDK, NHGRI, NCI, NCCIH, ODP, NIDCR, NIDA, OAR, NIMH, NIDCD, NIA",NOT-OD-22-032,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-032.html
Notice of Special Interest: Administrative Supplements and Urgent Competitive Revisions on Coronavirus Disease 2019 (COVID-19) within the Mission of NIAAA,12/2/2021,,Admin Supp,NIAAA,NIH,None,NOT-AA-22-002,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-22-002.html
Notice of Special Interest (NOSI):  KC Donnelly Externship (Admin Supp Clinical Trial Not Allowed),12/2/2021,,Admin Supp,NIEHS,NIH,None,NOT-ES-22-003,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-ES-22-003.html
Notice of Special Interest (NOSI): Accelerating Malaria Vaccine Discovery,12/1/2021,,R01,NIAID,NIH,None,NOT-AI-22-014,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-014.html
Continuation or Revision of NIDCR Clinical Trial Implementation Cooperative Agreement (UH3 Clinical Trial Required),12/1/2021,5/7/2024,UH3,NIDCR,NIH,None,PAR-22-068,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-22-068.html
Stimulating Urology Interdisciplinary Team Opportunity Research (SUITOR) (R01 Clinical Trial Optional),12/1/2021,5/7/2025,R01,NIDDK,NIH,None,PAS-22-074,PAS,Optional,https://grants.nih.gov/grants/guide/pa-files/PAS-22-074.html
BRAIN Initiative: Research Resource Grants for Technology Integration and Dissemination (U24 Clinical Trial Not Allowed),12/1/2021,10/11/2024,U24,NINDS,NIH,"NIAAA, NIA, NCCIH, NIDCD, NICHD, NIBIB, NIMH, OBSSR, NIDA, NEI",RFA-NS-22-011,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-011.html
Notice of Special Interest (NOSI): Research in the Chemistry and Pharmacology of Addictive Drugs,11/30/2021,,"R03,R21,R01,K99/R00,R36,K01",NIDA,NIH,None,NOT-DA-23-002,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-002.html
"High Impact, Interdisciplinary Science in NIDDK Research Areas (RC2 Clinical Trial Optional)",11/30/2021,10/30/2024,RC2,NIDDK,NIH,None,PAR-22-069,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-069.html
Notice of Special Interest (NOSI): RNA Modifications in Cancer Biology,11/30/2021,,"R03,R61,R33,R21",NCI,NIH,None,NOT-CA-22-003,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-22-003.html
Drug Discovery For Nervous System Disorders (R01 Clinical Trials Not Allowed),11/29/2021,1/7/2025,R01,NIMH,NIH,"NIAAA, NIA, NIDA",PAR-22-031,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-031.html
Drug Discovery For Nervous System Disorders (R21 Clinical Trials Not Allowed),11/29/2021,1/7/2025,R21,NIMH,NIH,"NIDA, NIAAA, NIA",PAR-22-032,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-032.html
Notice of Special Interest (NOSI): Molecular and Genetic Characterization of Inborn Errors of Immunity,11/29/2021,,"R01,R21",NIAID,NIH,None,NOT-AI-21-082,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-21-082.html
NIGMS National and Regional Resources (R24 - Clinical Trial Not Allowed),11/29/2021,6/14/2024,R24,NIGMS,NIH,None,PAR-22-065,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-065.html
"Notice of Special Interest (NOSI): Examining Effects of HIV Pre-Exposure Prophylaxis (PrEP) on Heart, Lung, Blood, and Sleep Function",11/24/2021,,R01,NHLBI,NIH,None,NOT-HL-21-025,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-21-025.html
Toward Translation of Nanotechnology Cancer Interventions (TTNCI) (R01 Clinical Trial Not Allowed),11/23/2021,11/17/2024,R01,NCI,NIH,None,PAR-22-071,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-071.html
Centers for Agricultural Safety and Health (U54),11/23/2021,11/30/2024,U54,NIOSH,CDC,None,RFA-OH-22-002,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-22-002.html
Notice of Special Interest (NOSI): Basic and Translational Oral Health Research Related to HIV/AIDS,11/23/2021,,"R21,R01",NIDCR,NIH,None,NOT-DE-21-019,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-DE-21-019.html
Notice of Special Interest (NOSI): Availability of Administrative Supplements to INBRE Awards to Fund Research Collaborations,11/23/2021,,Admin Supp,NIGMS,NIH,ORWH,NOT-GM-22-001,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-GM-22-001.html
Notice of Special Interest (NOSI):  Accelerating Progress in Celiac Disease Research,11/23/2021,,"R03,R21,U01,U44,R01,R34,P01,R61/R33",NIAID,NIH,"NIAMS, NCCIH, NCI",NOT-AI-22-004,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-004.html
Notice of Special Interest: Expanding the Otitis Media Research Workforce: Focus on Early Stage Investigators,11/23/2021,,"R21,R01,U01",NIDCD,NIH,None,NOT-DC-22-001,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DC-22-001.html
Measures and Methods to Advance Research on Minority Health and Health Disparities-Related Constructs (R01 Clinical Trial Not Allowed),11/20/2021,5/7/2024,R01,NIMHD,NIH,"NCI, NIA, NIDCR, NIEHS, NIMH, OBSSR, ODP",PAR-22-072,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-072.html
Opportunities for Collaborative Research at the NIH Clinical Center (U01 Clinical Trial Optional),11/19/2021,4/18/2024,U01,NICHD,NIH,"NIAAA, NIAID, NIAMS, NCCIH, NCI, NIDCD, ORWH, NIMH, NINDS, NHLBI, NIDCR, NEI, NHGRI",PAR-21-343,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-343.html
Pre-application: Opportunities for Collaborative Research at the NIH Clinical Center (X02 Clinical Trial Optional),11/19/2021,12/13/2023,X02,NICHD,NIH,"NIAAA, NIAID, NIAMS, NCCIH, NCI, NIDCD, ORWH, NIMH, NINDS, NHLBI, NIDCR, NHGRI, NEI",PAR-21-342,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-342.html
Notice of Special Interest (NOSI): Mechanistic studies on the impact of substance use in sex and gender differences in HIV-associated neurocognitive disorders,11/19/2021,,"R21,R01",NIDA,NIH,ORWH,NOT-DA-22-047,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-22-047.html
Notice of Special Interest (NOSI): The Functional Oral Microbiome,11/19/2021,,"R01,R21",NIDCR,NIH,ORWH,NOT-DE-21-015,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-DE-21-015.html
Innovation Corps (I-Corps) at NIH Program for NIH and CDC Translational Research (Admin Supp Clinical Trial NOT Allowed),11/19/2021,2/2/2024,Admin Supp,NCI,NIH,"NIAAA, NIA, NIAID, NIAMS, NCCIH, NIDCD, NIDDK, NIEHS, NIGMS, NICHD, NIMHD, NIMH, NINR, NINDS, NCATS, ORIP, NHLBI, NIDCR, NIOSH, NIDA, NEI, NHGRI, CK",PAR-22-073,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-073.html
Basic Neurodevelopmental Biology of Circuits and Behavior (R21 Clinical Trial Not Allowed),11/19/2021,1/7/2025,R21,NIMH,NIH,None,PAR-22-067,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-067.html
Notice of Special Interest (NOSI): Secondary Analysis of Posttraumatic Psychopathology Data,11/18/2021,,"R01,R21,K08,F30,K01,K23,K22,F32,F31,R03,R36,K99/R00,R15,F99/K00",NIMH,NIH,None,NOT-MH-22-045,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-22-045.html
Notice of Special Interest (NOSI): Reducing Stigma Related to Drug Use in Human Service Settings,11/18/2021,,"R34,R01,DP1,DP2",NIDA,NIH,NIMH,NOT-DA-21-060,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-21-060.html
NEI Regenerative Medicine Clinical Trial Planning Grant (R34 - Clinical Trials Not Allowed),11/16/2021,1/7/2025,R34,NEI,NIH,None,PAR-22-070,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-070.html
"NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",11/16/2021,2/28/2024,R44,NHLBI,NIH,NCATS,RFA-HL-23-008,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-008.html
Patient-Clinician Relationship: Improving Health Outcomes in Populations that Experience Health Care Disparities (R01 Clinical Trial Optional),11/16/2021,1/7/2025,R01,NIMHD,NIH,"NCI, NEI, NIAMS, NIDCD, ORWH",PAR-22-064,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-064.html
"Data Harmonization, Curation and Secondary Analysis of Existing Clinical Datasets (R61/R33 Clinical Trial Not Allowed)",11/16/2021,3/14/2024,R61/R33,NINDS,NIH,None,PAR-22-055,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-055.html
"NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional)",11/16/2021,2/28/2024,R44,NHLBI,NIH,None,RFA-HL-23-009,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-23-009.html
Basic Neurodevelopmental Biology of Circuits and Behavior (R01 Clinical Trial Not Allowed),11/16/2021,1/7/2025,R01,NIMH,NIH,None,PAR-22-066,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-066.html
NIOSH Education and Research Centers,11/16/2021,11/21/2025,T42,NIOSH,CDC,None,RFA-OH-22-001,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-22-001.html
Alzheimer's Drug-Development Program (U01 Clinical Trial Optional),11/15/2021,11/5/2024,U01,NIA,NIH,None,PAR-22-047,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-047.html
Notice of Special Interest: SBIR Technology Transfer (R43/R44 Clinical Trial Not Allowed),11/12/2021,,R43/R44,NINDS,NIH,"NIDCR, NEI, NCI, NIA",NOT-NS-22-017,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-22-017.html
Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R01 - Clinical Trial Optional),11/9/2021,11/5/2024,R01,NICHD,NIH,None,PAR-21-353,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-353.html
Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R03 - Clinical Trial Optional),11/9/2021,11/16/2024,R03,NICHD,NIH,None,PAR-21-354,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-354.html
Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R21 - Clinical Trial Optional),11/9/2021,11/16/2024,R21,NICHD,NIH,None,PAR-21-355,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-355.html
"Ultra-Rare Gene-based Therapy (URGenT) Network Resource Access (X01, Clinical Trial Not Allowed)",11/9/2021,9/30/2024,X01,NINDS,NIH,None,PAR-22-028,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-028.html
Translational Efforts to Advance Gene-based Therapies for Ultra-Rare Neurological and Neuromuscular Disorders (U01 - Clinical Trial Optional),11/9/2021,6/7/2024,U01,NINDS,NIH,None,PAR-22-030,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-030.html
"Notice of Special Interest (NOSI): Heart, Lung, Blood and Sleep Focused Ancillary Studies to Large Ongoing Clinical Studies (Revised)",11/8/2021,,R01,NHLBI,NIH,None,NOT-HL-21-030,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-21-030.html
Notice of Special Interest (NOSI): Improving Outcomes in Cancer Treatment-Related Cardiotoxicity,11/4/2021,,"R01,R03,R21,P01",NCI,NIH,NHLBI,NOT-CA-22-001,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-22-001.html
Modulating Human Microbiome Function to Enhance Immune Responses Against Cancer  (R21 Clinical Trial Not Allowed),11/3/2021,1/7/2025,R21,NCI,NIH,None,PAR-22-062,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-062.html
